Poet,Author_ID,Poem_ID,Title,Lyrics
Γιώργος Σεφέρης,1,3140,Αλληλεγγύη,"Είναι εκεί δεν μπορώ ν’ αλλάξω
με δυο μεγάλα μάτια πίσω απ’ το κύμα
από το μέρος που φυσά ο αγέρας
ακολουθώντας τις φτερούγες των πουλιών
είναι εκεί με δυο μεγάλα μάτια
μήπως άλλαξε κανείς ποτέ του.
Τί γυρεύετε; τα μηνύματά σας
έρχουνται αλλαγμένα ώς το καράβι
η αγάπη σας γίνεται μίσος
η γαλήνη σας γίνεται ταραχή
και δεν μπορώ να γυρίσω πίσω
να ιδώ τα πρόσωπά σας στ’ ακρογιάλι.
Είναι εκεί τα μεγάλα μάτια
κι όταν μένω καρφωμένος στη γραμμή μου
κι όταν πέφτουν στον ορίζοντα τ’ αστέρια
είναι εκεί δεμένα στον αιθέρα
σα μια τύχη πιο δική μου απ’ τη δική μου.
Τα λόγια σας συνήθεια της ακοής
βουίζουν μέσα στα ξάρτια και περνάνε
μήπως πιστεύω πια στην ύπαρξή σας
μοιραίοι σύντροφοι, ανυπόστατοι ίσκιοι.
Έχασε πια το χρώμα αυτός ο κόσμος
καθώς τα φύκια στ’ ακρογιάλι του άλλου χρόνου
γκρίζα ξερά και στο έλεος του ανέμου.
Ένα μεγάλο πέλαγο δυο μάτια
ευκίνητα και ακίνητα σαν τον αγέρα
και τα πανιά μου όσο κρατήσουν, κι ο θεός μου."
Γιώργος Σεφέρης,1,3141,Η τελευταία μέρα,"Ήταν η μέρα συννεφιασμένη. Κανείς δεν αποφάσιζε
φυσούσε ένας αγέρας αλαφρύς: «Δεν είναι γρέγος είναι σιρόκος» είπε κάποιος.
Κάτι λιγνά κυπαρίσσια καρφωμένα στην πλαγιά κι η θάλασσα
γκρίζα με λίμνες φωτεινές, πιο πέρα.
Οι στρατιώτες παρουσίαζαν όπλα σαν άρχισε να ψιχαλίζει.
«Δεν είναι γρέγος είναι σιρόκος» η μόνη απόφαση που ακούστηκε.
Κι όμως το ξέραμε πως την άλλη αυγή δε θα μας έμενε
τίποτε πια, μήτε η γυναίκα πίνοντας πλάι μας τον ύπνο
μήτε η ανάμνηση πως ήμασταν κάποτες άντρες,
τίποτε πια την άλλη αυγή.
«Αυτός ο αγέρας φέρνει στο νου την άνοιξη» έλεγε η φίλη
περπατώντας στο πλευρό μου κοιτάζοντας μακριά «την άνοιξη
που έπεσε ξαφνικά το χειμώνα κοντά στην κλειστή θάλασσα.
Τόσο απροσδόκητα. Πέρασαν τόσα χρόνια. Πώς θα πεθάνουμε;»
Ένα νεκρώσιμο εμβατήριο τριγύριζε μες στην ψιλή βροχή.
Πώς πεθαίνει ένας άντρας; Παράξενο κανένας δεν το συλλογίστηκε.
Κι όσοι το σκέφτηκαν ήταν σαν ανάμνηση από παλιά χρονικά
της εποχής των Σταυροφόρων ή της εν - Σαλαμίνι - ναυμαχίας.
Κι όμως ο θάνατος είναι κάτι που γίνεται· πώς πεθαίνει ένας άντρας;
Κι όμως κερδίζει κανείς το θάνατό του, το δικό του θάνατο, που δεν ανήκει σε κανέναν άλλον
και τούτο το παιχνίδι είναι η ζωή.
Χαμήλωνε το φως πάνω από τη συννεφιασμένη μέρα, κανείς δεν αποφάσιζε.
Την άλλη αυγή δε θα μας έμενε τίποτε· όλα παραδομένα· μήτε τα χέρια μας·
κι οι γυναίκες μας ξενοδουλεύοντας στα κεφαλόβρυσα * και τα παιδιά μας
στα λατομεία. *
Η φίλη μου τραγουδούσε περπατώντας στο πλευρό μου ένα τραγούδι σακατεμένο:
«Την άνοιξη, το καλοκαίρι, ραγιάδες ...»
Θυμότανε κανείς γέροντες δασκάλους που μας άφησαν ορφανούς.
Ένα ζευγάρι πέρασε κουβεντιάζοντας:
«Βαρέθηκα το δειλινό, πάμε στο σπίτι μας
πάμε στο σπίτι μας ν’ ανάψουμε το φως»."
Γιώργος Σεφέρης,1,3142,Άνοιξη μ.Χ.,"Πάλι με την άνοιξη
φόρεσε χρώματα ανοιχτά
και με περπάτημα αλαφρύ
πάλι με την άνοιξη
πάλι το καλοκαίρι
χαμογελούσε.
Μέσα στους φρέσκους ροδαμούς
στήθος γυμνό ώς τις φλέβες
πέρα απ’ τη νύχτα τη στεγνή
πέρα απ’ τους άσπρους γέροντες
που συζητούσαν σιγανά
τί θα ’τανε καλύτερο
να παραδώσουν τα κλειδιά
ή να τραβήξουν το σκοινί
να κρεμαστούνε στη θηλιά
ν’ αφήσουν άδεια σώματα
κει που οι ψυχές δεν άντεχαν
εκεί που ο νους δεν πρόφταινε
και λύγιζαν τα γόνατα.
Με τους καινούριους ροδαμούς
οι γέροντες αστόχησαν
κι όλα τα παραδώσανε
αγγόνια και δισέγγονα
και τα χωράφια τα βαθιά
και τα βουνά τα πράσινα
και την αγάπη και το βιος
τη σπλάχνιση και τη σκεπή
και ποταμούς και θάλασσα·
και φύγαν σαν αγάλματα
κι άφησαν πίσω τους σιγή
που δεν την έκοψε σπαθί
που δεν την πήρε καλπασμός
μήτε η φωνή των άγουρων·
κι ήρθε η μεγάλη μοναξιά
κι ήρθε η μεγάλη στέρηση
μαζί μ’ αυτή την άνοιξη
και κάθισε κι απλώθηκε
ωσάν την πάχνη της αυγής
και πιάστη απ’ τ’ αψηλά κλαδιά
μέσ’ απ’ τα δέντρα γλίστρησε
και την ψυχή μας τύλιξε.
Μα εκείνη χαμογέλασε
φορώντας χρώματα ανοιχτά
σαν ανθισμένη αμυγδαλιά
μέσα σε φλόγες κίτρινες
και περπατούσε ανάλαφρα
ανοίγοντας παράθυρα
στον ουρανό που χαίρονταν
χωρίς εμάς τους άμοιρους.
Κι είδα το στήθος της γυμνό
τη μέση και το γόνατο
πως βγαίνει από την παιδωμή
να πάει στα επουράνια
ο μάρτυρας ανέγγιχτος
ανέγγιχτος και καθαρός,
έξω απ’ τα ψιθυρίσματα
του λαού τ’ αξεδιάλυτα
στον τσίρκο τον απέραντο
έξω απ’ το μαύρο μορφασμό
τον ιδρωμένο τράχηλο
του δήμιου π’ αγανάχτησε
χτυπώντας ανωφέλευτα.
Έγινε λίμνη η μοναξιά
έγινε λίμνη η στέρηση
ανέγγιχτη κι αχάραχτη."
Γιώργος Σεφέρης,1,3143,Το γιασεμί,"Είτε βραδιάζει
είτε φέγγει
μένει λευκό
το γιασεμί."
Γιώργος Σεφέρης,1,3144,Αφήγηση,"Αυτός ο άνθρωπος πηγαίνει κλαίγοντας *
κανείς δεν ξέρει να πει γιατί
κάποτε νομίζουν πως είναι οι χαμένες αγάπες
σαν αυτές που μας βασανίζουνε τόσο
στην ακροθαλασσιά το καλοκαίρι με τα γραμμόφωνα.
Οι άλλοι άνθρωποι φροντίζουν τις δουλειές τους
ατέλειωτα χαρτιά παιδιά που μεγαλώνουν, γυναίκες
που γερνούνε δύσκολα
αυτός έχει δυο μάτια σαν παπαρούνες
σαν ανοιξιάτικες κομμένες παπαρούνες
και δυο βρυσούλες στις κόχες των ματιών.
Πηγαίνει μέσα στους δρόμους ποτέ δεν πλαγιάζει
δρασκελώντας μικρά τετράγωνα στη ράχη της γης
μηχανή μιας απέραντης οδύνης
που κατάντησε να μην έχει σημασία.
Άλλοι τον άκουσαν να μιλά
μοναχό καθώς περνούσε
για σπασμένους καθρέφτες πριν από χρόνια
για σπασμένες μορφές μέσα στους καθρέφτες
που δεν μπορεί να συναρμολογήσει πια κανείς.
Άλλοι τον άκουσαν να λέει για τον ύπνο
εικόνες φρίκης στο κατώφλι του ύπνου
πρόσωπα ανυπόφορα από τη στοργή.
Τον συνηθίσαμε είναι καλοβαλμένος και ήσυχος
μονάχα που πηγαίνει κλαίγοντας ολοένα
σαν τις ιτιές στην ακροποταμιά που βλέπεις απ’ το τρένο
ξυπνώντας άσκημα κάποια συννεφιασμένη αυγή.
Τον συνηθίσαμε δεν αντιπροσωπεύει τίποτε
σαν όλα τα πράγματα που έχετε συνηθίσει
και σας μιλώ γι’ αυτόν γιατί δε βρίσκω
τίποτε που να μην το συνηθίσατε·
προσκυνώ."
Γιώργος Σεφέρης,1,3145,Πρωί,"Άνοιξε τα μάτια και ξεδίπλωσε
το μαύρο πανί πλατιά και τέντωσέ το
άνοιξε τα μάτια καλά στύλωσε τα μάτια
προσηλώσου προσηλώσου τώρα ξέρεις
πως το μαύρο πανί ξεδιπλώνεται
όχι μέσα στον ύπνο μήτε μέσα στο νερό
μήτε σαν πέφτουνε τα βλέφαρα ρυτιδωμένα
και βουλιάζουνε λοξά σαν τα κοχύλια,
τώρα ξέρεις πως το μαύρο δέρμα του τυμπάνου
σκεπάζει ολόκληρο τον ορίζοντά σου
όταν ανοίξεις τα μάτια ξεκούραστος, έτσι.
Ανάμεσα στην ισημερία της άνοιξης και την ισημερία του φθινοπώρου
εδώ είναι τα τρεχάμενα νερά εδώ είναι ο κήπος
εδώ βουίζουν οι μέλισσες μες στα κλωνάρια
και κουδουνίζουνε στ’ αφτιά ενός βρέφους
και ο ήλιος νά! και τα πουλιά του παραδείσου
ένας μεγάλος ήλιος πιο μεγάλος απ’ το φως."
Γιώργος Σεφέρης,1,3146,Les anges sont blancs,"Όπως ο ναύτης στα ξάρτια γλίστρησε πάνω στον τροπικό του Καρκίνου και στον τροπικό του Αιγόκερω
κι ήταν πολύ φυσικό που δεν μπορούσε να σταματήσει μπροστά μας στο ύψος ανθρώπου
αλλά μας κοίταζε όλους από το ύψος της πυγολαμπίδας ή από το ύψος του πεύκου
παίρνοντας βαθιά την ανάσα του στη δροσιά των άστρων ή στη σκόνη της γης.
Τον περιστοίχιζαν γυμνές γυναίκες με μπρούντζινα φύλλα αραποσυκιάς
σβησμένοι φανοστάτες ανεμίζοντας τους κηλιδωμένους επίδεσμους της μεγάλης πολιτείας
ασύμμετρα κορμιά γεννοβολώντας κενταύρους και αμαζόνες
σαν άγγιζαν τα μαλλιά τους το Γαλαξία.
Και πέρασαν μέρες από την πρώτη στιγμή που μας χαιρέτησε βγάζοντας κι ακουμπώντας το κεφάλι του στο σιδερένιο τραπεζάκι
καθώς η όψη της Πολωνίας άλλαζε σχήμα σα μελανιά που την πίνει το στουπόχαρτο
και ταξιδεύαμε ανάμεσα σ’ ακρογιαλιές νησιών γυμνές σαν κόκαλο ψαριού παράξενο στην άμμο
κι ήταν ολάκερος ο ουρανός ένα μεγάλο φτερό περιστεριού μ’ ένα ρυθμό σιωπής, άδειος κάτασπρος
και τα δελφίνια κάτω από το χρωματιστό νερό μαυρίζανε γρήγορα σαν τα κινήματα της ψυχής
όμοια με τα κινήματα της φαντασίας και με τα χέρια των ανθρώπων που ψηλαφούν και σκοτώνουνται μέσα στον ύπνο
μέσα στο μεγάλο φλούδι του ύπνου που μας τυλίγει αχάραχτο, κοινό για όλους μας, ο κοινός μας τάφος
με μικροσκοπικά κρύσταλλα γυαλίζοντας σπασμένα από την κίνηση των ερπετών.
Κι όμως τα πάντα ήταν λευκά γιατί ο μεγάλος ύπνος είναι λευκός κι ο μεγάλος θάνατος
ήσυχος γαλήνιος ξεχωριστός μέσα σε μια απέραντη σιγή.
Και το κακάρισμα της φραγκόκοτας την αυγή κι ο κόκορας που λάλησε πέφτοντας σ’ ένα βαθύ πηγάδι
κι η φωτιά στο πλάι του βουνού σηκώνοντας παλάμες από σούρφανο και φύλλα του φθινοπώρου
και το καράβι με τις διχαλωτές ωμοπλάτες πιο τρυφερές από το πλάγιασμα της πρώτης μας αγάπης,
ήτανε πράγματα απομονωμένα πιότερο ακόμη κι από το ποίημα
που άφησες σαν έπεσες βαρύς μαζί με την τελευταία του λέξη
χωρίς να ξέρεις τίποτε πια μέσα στους άσπρους βολβούς των τυφλών και τα σεντόνια
που ξεδιπλώνεις μέσα στον πυρετό για να σκεπάσεις την καθημερινή συνοδεία
των όντων που δε ματώνουν όσο και να χτυπιούνται με τα πελέκια και με τα νύχια·
ήτανε πράγματα χωριστά βαλμένα αλλού και τα σκαλιά του ασβέστη
κατέβαιναν ώς το κατώφλι των περασμένων και βρίσκανε τη σιγή και δεν άνοιγε η πόρτα
κι έλεγες πως οι φίλοι σου χτυπούσαν δυνατά με μια μεγάλη απόγνωση κι ήσουν κι εσύ μαζί τους
αλλά δεν άκουγες τίποτε κι ανέβαιναν γύρω σου βουβά δελφίνια μέσα στα φύκια.
Και στύλωνες πάλι τα μάτια κι ο άνθρωπος αυτός με τα δαγκώματα των τροπικών στο δέρμα
βάζοντας τα μαύρα του γυαλιά σα να ’θελε να δουλέψει με τη φλόγα του οξυγόνου
έλεγε ταπεινά προσέχοντας και σταματώντας στην κάθε του λέξη:
«Οι άγγελοι είναι λευκοί πυρωμένοι λευκοί και το μάτι μαραίνεται που θα τους αντικρίσει
και δεν υπάρχει άλλος τρόπος πρέπει να γίνεις σαν την πέτρα όταν γυρεύεις τη συναναστροφή τους
κι όταν γυρεύεις το θαύμα πρέπει να σπείρεις το αίμα σου στις οχτώ γωνιές των ανέμων
γιατί το θαύμα δεν είναι πουθενά παρά κυκλοφορεί μέσα στις φλέβες του ανθρώπου»."
Γιώργος Σεφέρης,1,3147,Η απόφαση της λησμονιάς,"Στάσου διαβάτη μπροστά στην ήσυχη λίμνη·
η σγουρή θάλασσα και τα βασανισμένα καράβια
οι δρόμοι που τυλίγαν βουνά και γεννούσαν άστρα
όλα τελειώνουν εδώ στην πλατιά επιφάνεια.
Τώρα μπορείς να κοιτάξεις με γαλήνη τους κύκνους
δες τους, είναι κατάσπροι σαν τον ύπνο της νύχτας
χωρίς να γγίξουν πουθενά γλιστρούν σ’ ένα λιγνό λεπίδι
που τους υψώνει ελάχιστα πάνω από τα νερά.
Σου μοιάζουν ξένε, τα ήσυχα φτερά και τα καταλαβαίνεις
ενώ σε κοιτάζουν μαρμαρωμένα τα μάτια των λιονταριών
και το φύλλο του δέντρου μένει άγραφο στα επουράνια
και το κοντύλι τρύπησε τον τοίχο της φυλακής.
Κι όμως δεν ήταν άλλα τα πουλιά που σφάξαν τις χωριατοπούλες
το αίμα κοκκίνιζε το γάλα πάνω στις πλάκες του δρόμου
και τ’ άλογά τους αθόρυβα σαν το λιωμένο μολύβι
ρίχναν αδιάβαστα σχήματα μέσα στις γούρνες.
Κι έσφιγγε η νύχτα ολοένα τον κυρτό λαιμό τους
που δεν τραγουδούσε γιατί δεν ήταν τρόπος να πεθάνει
αλλά χτυπούσε θερίζοντας τα κόκαλα των ανθρώπων
τυφλά. Και δρόσιζαν τα φτερά τους τη φρίκη.
Κι αυτά που γίνονταν είχαν την ίδια γαλήνη με τούτα που βλέπεις
είχαν την ίδια γαλήνη γιατί δεν περίσσευε ψυχή να συλλογιστούμε
εκτός απ’ τη δύναμη να χαράξουμε λίγα σημάδια στις πέτρες
που άγγιξαν τώρα πια το βυθό κάτω απ’ τη μνήμη.
Μαζί τους κι εμείς μακριά πολύ μακριά, στάσου διαβάτη
μπροστά στην ήσυχη λίμνη με τους άσπιλους κύκνους
που ταξιδεύουν σαν άσπρα κουρέλια μέσα στο νου σου
και σε ξυπνάνε σε πράγματα που έζησες και που δε θυμάσαι.
Μήτε θυμάσαι διαβάζοντας τα ψηφιά μας πάνω στις πέτρες·
ωστόσο μένεις εκστατικός μαζί με τ’ αρνιά σου
που μεγαλώνουν το σώμα σου με το μαλλί τους
τώρα που νιώθεις στις φλέβες σου μια βοή θυσίας."
Γιώργος Σεφέρης,1,3148,Ο βασιλιάς της Ασίνης,"Κοιτάξαμε όλο το πρωί γύρω γύρω το κάστρο
αρχίζοντας από το μέρος του ίσκιου εκεί που η θάλασσα
πράσινη και χωρίς αναλαμπή, το στήθος σκοτωμένου παγονιού
μας δέχτηκε όπως ο καιρός χωρίς κανένα χάσμα.
Οι φλέβες του βράχου κατέβαιναν από ψηλά
στριμμένα κλήματα γυμνά πολύκλωνα ζωντανεύοντας
στ’ άγγιγμα του νερού, καθώς το μάτι ακολουθώντας τις
πάλευε να ξεφύγει το κουραστικό λίκνισμα
χάνοντας δύναμη ολοένα.
Από το μέρος του ήλιου ένας μακρύς γιαλός ολάνοιχτος
και το φως τρίβοντας διαμαντικά στα μεγάλα τείχη.
Κανένα πλάσμα ζωντανό τ’ αγριοπερίστερα φευγάτα
κι ο βασιλιάς της Ασίνης που τον γυρεύουμε δυο χρόνια τώρα
άγνωστος λησμονημένος απ’ όλους κι από τον Όμηρο
μόνο μια λέξη στην Ιλιάδα κι εκείνη αβέβαιη
ριγμένη εδώ σαν την εντάφια χρυσή προσωπίδα.
Την άγγιξες, θυμάσαι τον ήχο της; κούφιο μέσα στο φως
σαν το στεγνό πιθάρι στο σκαμμένο χώμα·
κι ο ίδιος ήχος μες στη θάλασσα με τα κουπιά μας.
Ο βασιλιάς της Ασίνης ένα κενό κάτω απ’ την προσωπίδα
παντού μαζί μας παντού μαζί μας, κάτω από ένα όνομα:
«Ἀσίνην τε… Ἀσίνην τε…»
και τα παιδιά του αγάλματα
κι οι πόθοι του φτερουγίσματα πουλιών κι ο αγέρας
στα διαστήματα των στοχασμών του και τα καράβια του
αραγμένα σ’ άφαντο λιμάνι·
κάτω απ’ την προσωπίδα ένα κενό.
Πίσω από τα μεγάλα μάτια τα καμπύλα χείλια τους βοστρύχους
ανάγλυφα στο μαλαματένιο σκέπασμα της ύπαρξής μας
ένα σημείο σκοτεινό που ταξιδεύει σαν το ψάρι
μέσα στην αυγινή γαλήνη του πελάγου και το βλέπεις:
ένα κενό παντού μαζί μας.
Και το πουλί που πέταξε τον άλλο χειμώνα
με σπασμένη φτερούγα
σκήνωμα ζωής,
κι η νέα γυναίκα που έφυγε να παίξει
με τα σκυλόδοντα του καλοκαιριού
κι η ψυχή που γύρεψε τσιρίζοντας τον κάτω κόσμο
κι ο τόπος σαν το μεγάλο πλατανόφυλλο που παρασέρνει ο χείμαρρος του ήλιου
με τ’ αρχαία μνημεία και τη σύγχρονη θλίψη.
Κι ο ποιητής αργοπορεί κοιτάζοντας τις πέτρες κι αναρωτιέται
υπάρχουν άραγε
ανάμεσα στις χαλασμένες τούτες γραμμές τις ακμές τις αιχμές τα κοίλα και τις καμπύλες
υπάρχουν άραγε
εδώ που συναντιέται το πέρασμα της βροχής του αγέρα και της φθοράς
υπάρχουν, η κίνηση του προσώπου το σχήμα της στοργής
εκείνων που λιγόστεψαν τόσο παράξενα μες στη ζωή μας
αυτών που απόμειναν σκιές κυμάτων και στοχασμοί με την απεραντοσύνη του πελάγου
ή μήπως όχι δεν απομένει τίποτε παρά μόνο το βάρος
η νοσταλγία του βάρους μιας ύπαρξης ζωντανής
εκεί που μένουμε τώρα ανυπόστατοι λυγίζοντας
σαν τα κλωνάρια της φριχτής ιτιάς σωριασμένα μέσα στη διάρκεια της απελπισίας
ενώ το ρέμα κίτρινο κατεβάζει αργά βούρλα ξεριζωμένα μες στο βούρκο
εικόνα μορφής που μαρμάρωσε με την απόφαση μιας πίκρας παντοτινής.
Ο ποιητής ένα κενό.
Ασπιδοφόρος ο ήλιος ανέβαινε πολεμώντας
κι από το βάθος της σπηλιάς μια νυχτερίδα τρομαγμένη
χτύπησε πάνω στο φως σαν τη σαΐτα πάνω στο σκουτάρι:
«Ἀσίνην τε Ἀσίνην τε…». Να ’ταν αυτή ο βασιλιάς της Ασίνης
που τον γυρεύουμε τόσο προσεχτικά σε τούτη την ακρόπολη
γγίζοντας κάποτε με τα δάχτυλά μας την αφή του πάνω στις πέτρες."
Γιώργος Σεφέρης,1,3151,Μέρες του Ιουνίου ’41,"Βγήκε το νέο φεγγάρι στην Αλεξάνδρεια
κρατώντας το παλιό στην αγκαλιά του
κι εμείς πηγαίνοντας κατά την Πόρτα του Ήλιου *
μες στο σκοτάδι της καρδιάς — τρεις φίλοι.
Ποιός θέλει τώρα να λουστεί στα νερά του Πρωτέα;
Τη μεταμόρφωση τη γυρέψαμε στα νιάτα μας
με πόθους που έπαιζαν σαν τα μεγάλα ψάρια
σε πέλαγα που φύραναν ξαφνικά·
πιστεύαμε στην παντοδυναμία του κορμιού.
Και τώρα βγήκε το νέο φεγγάρι αγκαλιασμένο
με το παλιό· με τ’ όμορφο νησί ματώνοντας
λαβωμένο· το ήρεμο νησί, το δυνατό νησί, το αθώο.
Και τα κορμιά σαν τσακισμένα κλαδιά
και σαν ξεριζωμένες ρίζες.
Η δίψα μας
ένιππος φύλακας μαρμαρωμένος
στη σκοτεινή πόρτα του Ήλιου
δεν ξέρει να ζητήσει τίποτε: φυλάγεται
ξενιτεμένη εδώ τριγύρω
κοντά στον τάφο του Μεγάλου Αλεξάντρου."
Γιώργος Σεφέρης,1,3152,Υστερόγραφο,"Αλλά έχουν μάτια κάτασπρα χωρίς ματόκλαδα
και τα χέρια τους είναι λιγνά σαν τα καλάμια.
Κύριε, όχι μ’ αυτούς. Γνώρισα
τη φωνή των παιδιών την αυγή
πάνω σε πράσινες πλαγιές ροβολώντας
χαρούμενα σαν μέλισσες και σαν
τις πεταλούδες, με τόσα χρώματα.
Κύριε, όχι μ’ αυτούς, η φωνή τους
δε βγαίνει καν από το στόμα τους.
Στέκεται εκεί κολλημένη σε κίτρινα δόντια.
Δική σου η θάλασσα κι ο αγέρας
μ’ ένα άστρο κρεμασμένο στο στερέωμα,
Κύριε, δεν ξέρουνε πως είμαστε
ό,τι μπορούμε νά ειμαστε
γιατρεύοντας τις πληγές μας με τα βότανα
που βρίσκουμε πάνω σε πράσινες πλαγιές,
όχι άλλες, τούτες τις πλαγιές κοντά μας·
πως ανασαίνουμε όπως μπορούμε ν’ ανασάνουμε
με μια μικρούλα δέηση κάθε πρωί
που βρίσκει τ’ ακρογιάλι ταξιδεύοντας
στα χάσματα της μνήμης—
Κύριε, όχι μ’ αυτούς. Ας γίνει αλλιώς το θέλημά σου."
Γιώργος Σεφέρης,1,3153,Η μορφή της Μοίρας,"Η μορφή της μοίρας πάνω απ’ τη γέννηση ενός παιδιού,
γύροι των άστρων κι ο άνεμος μια σκοτεινή βραδιά του Φλεβάρη,
γερόντισσες με γιατροσόφια ανεβαίνοντας τις σκάλες που τρίζουν
και τα ξερά κλωνάρια της κληματαριάς ολόγυμνα στην αυλή.
Η μορφή πάνω απ’ την κούνια ενός παιδιού μιας μοίρας μαυρομαντιλούσας
χαμόγελο ανεξήγητο και βλέφαρα χαμηλωμένα και στήθος άσπρο σαν το γάλα
κι η πόρτα που άνοιξε κι ο καραβοκύρης θαλασσοδαρμένος
πετώντας σε μια μαύρη κασέλα το βρεμένο σκουφί του.
Αυτά τα πρόσωπα κι αυτά τα περιστατικά σ’ ακολουθούσαν
καθώς ξετύλιγες το νήμα στην ακρογιαλιά για τα δίχτυα
κι όταν ακόμη αρμενίζοντας δευτερόπριμα κοίταζες το λάκκο των κυμάτων·
σ’ όλες τις θάλασσες, σ’ όλους τους κόρφους
ήταν μαζί σου, κι ήταν η δύσκολη ζωή κι ήταν η χαρά.
Τώρα δεν ξέρω να διαβάσω παρακάτω,
γιατί σε δέσαν με τις αλυσίδες, γιατί σε τρύπησαν με τη λόγχη,
γιατί σε χώρισαν μια νύχτα μέσα στο δάσος από τη γυναίκα
που κοίταζε στυλώνοντας τα μάτια και δεν ήξερε καθόλου να μιλήσει,
γιατί σου στέρησαν το φως το πέλαγο το ψωμί.
Πώς πέσαμε, σύντροφε, μέσα στο λαγούμι του φόβου;
Δεν ήταν της δικής σου μοίρας, μήτε της δικής μου τα γραμμένα,
ποτές μας δεν πουλήσαμε μήτε αγοράσαμε τέτοια πραμάτεια·
ποιός είναι εκείνος που προστάζει και σκοτώνει πίσω από μας;
Άφησε μη ρωτάς· τρία κόκκινα άλογα στ’ αλώνι
γυρίζουν πάνω σ’ ανθρώπινα κόκαλα κι έχουν τα μάτια δεμένα,
άφησε μη ρωτάς, περίμενε· το αίμα, το αίμα
ένα πρωί θα σηκωθεί σαν τον αϊ-Γιώργη τον καβαλάρη
για να καρφώσει με το κοντάρι πάνω στο χώμα το δράκοντα."
Γιώργος Σεφέρης,1,3154,"Kerk Str. Oost, Pretoria, Transvaal","Οι τζακαράντες * παίζοντας καστανιέτες και χορεύοντας
ρίχναν γύρω στα πόδια τους ένα μενεξεδένιο χιόνι.
Αδιάφορα όλα τ’ άλλα, κι αυτό
το Βένουσμπεργκ της γραφειοκρατίας με τους διπλούς
του πύργους και τα διπλά του επίχρυσα ρολόγια
ναρκωμένο βαθιά σαν ιπποπόταμος μες στο γαλάζιο.
Και τρέχαν τ’ αυτοκίνητα δείχνοντας
γυαλιστερές πλάτες όπως τα δελφίνια.
Στο τέλος του δρόμου μάς περίμενε
δρασκελώντας αργόσχολα μες στο κλουβί του
ο ασημένιος φασιανός της Κίνας
ο Ευπλόκαμος Νυχθήμερος, * όπως τον λένε.
Και να σκεφτείς πως ξεκινήσαμε αποχαιρετώντας
με την καρδιά γεμάτη σκάγια
τον Ονοκρόταλο τον Πελεκάνο — αυτόν
που είχε ένα ύφος τσαλαπατημένου πρωθυπουργού
στο ζωολογικό κήπο του Καΐρου."
Γιώργος Σεφέρης,1,3155,Ο Στράτης Θαλασσινός ανάμεσα στους αγάπανθους,"Δεν έχει ασφοδίλια, μενεξέδες, μήτε υάκινθους·
πώς να μιλήσεις με τους πεθαμένους.
Οι πεθαμένοι ξέρουν μονάχα τη γλώσσα των λουλουδιών·
γι’ αυτό σωπαίνουν
ταξιδεύουν και σωπαίνουν, υπομένουν και σωπαίνουν
παρὰ δῆμον ὀνείρων, παρὰ δῆμον ὀνείρων. *
Αν αρχίσω να τραγουδώ θα φωνάξω
κι α φωνάξω—
Οι αγάπανθοι προστάζουν σιωπή
σηκώνοντας ένα χεράκι μαβιού μωρού της Αραβίας
ή ακόμη τα πατήματα μιας χήνας στον αέρα.
Είναι βαρύ και δύσκολο, δε μου φτάνουν οι ζωντανοί·
πρώτα γιατί δε μιλούν, κι ύστερα
γιατί πρέπει να ρωτήσω τους νεκρούς
για να μπορέσω να προχωρήσω παρακάτω.
Αλλιώς δε γίνεται, μόλις με πάρει ο ύπνος
οι σύντροφοι κόβουνε τους ασημένιους σπάγγους
και το φλασκί των ανέμων αδειάζει.
Το γεμίζω κι αδειάζει, το γεμίζω κι αδειάζει·
ξυπνώ
σαν το χρυσόψαρο κολυμπώντας
μέσα στα χάσματα της αστραπής,
κι ο αγέρας κι ο κατακλυσμός και τ’ ανθρώπινα σώματα,
κι οι αγάπανθοι καρφωμένοι σαν τις σαΐτες της μοίρας
στην αξεδίψαστη γης
συγκλονισμένοι από σπασμωδικά νοήματα,
θα ’λεγες είναι φορτωμένοι σ’ ένα παμπάλαιο κάρο
κατρακυλώντας σε χαλασμένους δρόμους, σε παλιά καλντερίμια,
οι αγάπανθοι τ’ ασφοδίλια των νέγρων:
Πώς να τη μάθω ετούτη τη θρησκεία;
Το πρώτο πράγμα που έκανε ο θεός είναι η αγάπη
έπειτα έρχεται το αίμα
κι η δίψα για το αίμα
που την κεντρίζει
το σπέρμα του κορμιού καθώς τ’ αλάτι.
Το πρώτο πράγμα που έκανε ο θεός είναι το μακρινό ταξίδι·
εκείνο το σπίτι περιμένει
μ’ ένα γαλάζιο καπνό
μ’ ένα σκυλί γερασμένο
περιμένοντας για να ξεψυχήσει το γυρισμό.
Μα πρέπει να μ’ αρμηνέψουν οι πεθαμένοι·
είναι οι αγάπανθοι που τους κρατούν αμίλητους,
όπως τα βάθη της θάλασσας ή το νερό μες στο ποτήρι.
Κι οι σύντροφοι μένουν στα παλάτια της Κίρκης·
ακριβέ μου Ελπήνωρ! * Ηλίθιε, φτωχέ μου Ελπήνωρ!
Ή, δεν τους βλέπεις;
—«Βοηθήστε μας!»—
Στων Ψαρών την ολόμαυρη ράχη."
