Poet,Author_ID,Poem_ID,Title,Lyrics,sent_negative,sent_neutral,sent_positive,emo_joy,emo_trust,emo_excitement,emo_gratitude,emo_hope,emo_love,emo_pride,emo_anger,emo_disgust,emo_fear,emo_sadness,emo_anxiety,emo_frustration,emo_guilt,emo_disappointment,emo_surprise,emo_anticipation,emo_neutral
Μανόλης Αναγνωστάκης,1,4,Χειμώνας 1942,"Ξημέρωσεν ο δείχτης πάλι Κυριακή.
Εφτά μέρες
Η μια πάνω απ’ την άλλη
Δεμένες
Ολόιδιες
Σα χάντρες κατάμαυρες
Κομπολογιών του Σεμινάριου.
Μια, τέσσερις, πενηνταδυό.
Έξι μέρες όλες για μια
Έξι μέρες αναμονή
Έξι μέρες σκέψη
Για μια μέρα
Μόνο για μια μέρα
Μόνο για μιαν ώρα.
Απόγευμα κι ήλιος.
Ώρες
Ταυτισμένες
Χωρίς συνείδηση
Προσπαθώντας μια λάμψη
Σε φόντο σελίδων
Με πένθιμο χρώμα.
Μια μέρα αμφίβολης χαράς
Ίσως μόνο μιαν ώρα
Λίγες στιγμές.
Το βράδυ αρχίζει πάλι η αναμονή
Πάλι μιαν εβδομάδα, τέσσερις, πενηνταδυό
Σήμερα βρέχει απ’ το πρωί.
Ένα κίτρινο χιονόνερο.",34.92035675048828,36.493927001953125,28.585710525512695,50.83305740356445,54.52898025512695,55.14104461669922,49.14457321166992,54.301239013671875,51.92204666137695,55.22924041748047,52.52192687988281,54.878868103027344,45.04594039916992,50.52623748779297,51.085018157958984,56.26518630981445,50.28803253173828,52.85293960571289,51.04042434692383,45.1133918762207,53.04275894165039
Μανόλης Αναγνωστάκης,1,5,Αναμονή,"Πόσα χρόνια να γυρίσει…
Κι όμως η μυρουδιά της χυμένη παντού
Ξεχασμένη σ’ όλο το δωμάτιο στις πιο απίθανες γωνιές
Σάμπως να ζει ακόμη ανάμεσά μας!
Όμως πρέπει να γύρισε ύστερα από τόσα χρόνια
Αυτές τις ώρες την προσμένω κάθε βράδυ
Σχεδιάζοντας με το μολύβι κόκκινα στόματα απάνω στο χαρτί
Όπως και να ’τανε έπρεπε να τρίξει πάλι η πόρτα
Ας είναι κι απ’ τον άνεμο.
Ας είν’ με δυο ημικύκλια στεγνά πάνω στα χείλη
Στο μέτωπο κατάμαυρες ραβδώσεις
Φτάνει που θά ’ρθει μοναχά ύστερα από χρόνια
Μόνο που θά ’ρθει!…
Σχεδιάζοντας κόκκινα φλογερά στόματα απάνω στο χαρτί.
…Νόμισα πως θα πνιγόμουνα!",35.939823150634766,33.836055755615234,30.22412109375,49.56666564941406,52.18855667114258,55.02445602416992,48.36748123168945,55.04559326171875,50.001708984375,50.64500045776367,56.291080474853516,52.22915267944336,47.33352279663086,50.26565170288086,51.30264663696289,53.901123046875,47.12834548950195,46.80313491821289,54.95008087158203,45.443992614746094,47.90670394897461
Μανόλης Αναγνωστάκης,1,6,Απροσδιόριστη χρονολογία,"Αυτή η μέρα πέρασε χωρίς καμιάν απόχρωση
Τόσο διαφορετική από τις άλλες μέρες
(Ίσως η απαρχή ομοίων ημερών)
Έσβησεν έτσι ανάλαφρα όπως ήρθε
Χωρίς να παιχνιδίσει ο ήλιος στα κλαδιά
Τράβηξε τις κουρτίνες της με διάκρισην η νύχτα.
Μια μέρα τόσο διάφορη απ’ τις άλλες
Χωρίς τα σύμβολα του «πλην» και του «συν» π’ αυλακώνουν τη σκέψη
Χωρίς να βαραίνει καν τη ζυγαριά της μνήμης
Πες σα μια σαπουνόφουσκα που τρυπήσαμε με την καρφίτσα
Σαν τον καπνό τσιγάρου χωρίς άρωμα.
Έτσι έπεσε ένα φύλλο από το καλαντάρι
Δίχως τον παραμικρότερο ήχο
(Χάθηκε και δεν ψάξαμε να το βρούμε)
Έμεινε το συρτάρι μας όπως τ’ αφήσαμε.
Ίσως —λες— πως δεν ήτανε καν μια μέρα
Μόνο που σήμερα φωνάζουν αρνητικά οι αριθμοί
Το ρολόι γυρισμένο ένα ακόμα εικοσιτετράωρο
—Λες— πως περάσαμε ασυνείδητα τα μεσάνυχτα
Έναν ολόισιο ασφαλτοστρωμένο δρόμο.",35.272178649902344,37.07790756225586,27.64991569519043,47.70023727416992,54.84359359741211,54.34038543701172,52.017391204833984,54.429466247558594,49.633567810058594,54.77956008911133,53.02745819091797,52.77591323852539,47.59182357788086,49.753196716308594,49.23072814941406,53.02141189575195,51.531227111816406,50.292747497558594,53.246299743652344,45.2234992980957,51.135520935058594
Μανόλης Αναγνωστάκης,1,7,Θά ’ρθει μια μέρα…,"Θά ’ρθει μια μέρα που δε θα ’χουμε πια τί να πούμε
Θα καθόμαστε απέναντι και θα κοιταζόμαστε στα μάτια
Η σιωπή μου θα λέει: Πόσο είσαι όμορφη, μα δε βρίσκω άλλο τρόπο να σ’ το πω
Θα ταξιδέψουμε κάπου, έτσι από ανία ή για να πούμε πως κι εμείς ταξιδέψαμε.
Ο κόσμος ψάχνει σ’ όλη του τη ζωή να βρει τουλάχιστο τον έρωτα, μα δε βρίσκει τίποτα.
Σκέφτομαι συχνά πως η ζωή μας είναι τόσο μικρή που δεν αξίζει καν να την αρχίσει κανείς.
Απ’ την Αθήνα θα πάω στο Μοντεβίδεο ίσως και στη Σαγκάη· είναι κάτι κι αυτό δεν μπορείς να το αμφισβητήσεις.
Καπνίσαμε —θυμήσου— ατέλειωτα τσιγάρα συζητώντας ένα βράδυ
—Ξεχνώ πάνω σε τί— κι είναι κρίμα γιατί ήταν τόσο μα τόσο ενδιαφέρον.
Μια μέρα, ας ήτανε, να φύγω μακριά σου αλλά κι εκεί θά ’ρθεις και θα με ζητήσεις
Δεν μπορεί, Θε μου, να φύγει κανείς ποτέ μοναχός του.
Τον πρώτο Μάρτη, στον πόλεμο, γνώρισα έναν Εγγλέζο θερμαστή
Που μου διηγήθηκεν ολόκληρη την ιστορία του Σαμ Ντέυλαν
«Είναι αργά» μου είπε κάποτε «θα ’πρεπε πια να πηγαίνουμε
Μα δεν είναι ανάγκη επιτέλους να κλαίτε τόσο πολύ για έναν άνθρωπο που σκοτώθηκε.
Πέθανε στην αγκαλιά μου και ψιθύριζε ένα γυναικείο όνομα
Είναι πολύ γελοίο να πεθαίνεις και να ψιθυρίζεις ένα γυναικείο όνομα».
Το μούτρο του άσπριζε παράξενα. Ύστερα δεν τον ξαναείδα.",31.28885841369629,39.59950637817383,29.111623764038086,45.12778854370117,52.86650085449219,54.11698913574219,51.38685607910156,53.426170349121094,50.706546783447266,50.61494064331055,54.84909439086914,49.709102630615234,47.66419982910156,49.64279556274414,49.00743103027344,53.462100982666016,50.46726989746094,46.994361877441406,55.450809478759766,47.89582061767578,50.591407775878906
Μανόλης Αναγνωστάκης,1,8,13.12.43,"Θυμάσαι που σου ’λεγα: όταν σφυρίζουν τα πλοία μην είσαι στο λιμάνι.
Μα η μέρα που έφευγε ήτανε δικιά μας και δε θα θέλαμε ποτέ να την αφήσουμε.
Ένα μαντίλι πικρό θα χαιρετά την ανία του γυρισμού
Κι έβρεχε αλήθεια πολύ κι ήτανε έρημοι οι δρόμοι
Με μια λεπτήν ακαθόριστη χινοπωριάτικη γεύση
Κλεισμένα παράθυρα κι οι άνθρωποι τόσο λησμονημένοι
—Γιατί μας άφησαν όλοι; Γιατί μας άφησαν όλοι;
Κι έσφιγγα τα χέρια σου
Δεν είχε τίποτα τ’ αλλόκοτο η κραυγή μου.
…Θα φύγουμε κάποτε αθόρυβα και θα πλανηθούμε
Μες στις πολύβοες πολιτείες και στις έρημες θάλασσες
Με μιαν επιθυμία φλογισμένη στα χείλια μας
Είναι η αγάπη που γυρέψαμε και μας την αρνήθηκαν
Ξεχνούσες τα δάκρυα, τη χαρά και τη μνήμη μας
Χαιρετώντας λευκά πανιά π’ ανεμίζονται.
Ίσως δε μένει τίποτ’ άλλο παρά αυτό να θυμόμαστε.
Μες στην ψυχή μου σκιρτά το εναγώνιο Γιατί,
Ρουφώ τον αγέρα της μοναξιάς και της εγκατάλειψης
Χτυπώ τους τοίχους της υγρής φυλακής μου και δεν προσμένω απάντηση
Κανείς δε θ’ αγγίξει την έκταση της στοργής και της θλίψης μου.
Κι εσύ περιμένεις ένα γράμμα που δεν έρχεται
Μια μακρινή φωνή γυρνά στη μνήμη σου και σβήνει
Κι ένας καθρέφτης μετρά σκυθρωπός τη μορφή σου
Τη χαμένη μας άγνοια, τα χαμένα φτερά.",37.26033401489258,36.67594909667969,26.06371307373047,47.733428955078125,54.672550201416016,56.23169708251953,50.59573745727539,54.075439453125,50.52460861206055,52.11773681640625,54.71851348876953,51.2260856628418,47.5748176574707,50.171268463134766,50.12003707885742,54.349388122558594,50.977603912353516,49.20551681518555,53.90924072265625,44.1645393371582,48.81554412841797
Μανόλης Αναγνωστάκης,1,9,Μια ημερομηνία πριν από χρόνια,"Ζήσαμε πάντα σε υγρές κι ανεξερεύνητες παραλίες
Στα σιωπηλά καφενεία με τις ετοιμοθάνατες καρέκλες
Τα σούρουπα έρχονται και ξανάρχονται κι η θάλασσα είν’ ατέλειωτη
Με τα θαμπά καράβια που φεύγουν και πλανιούνται στο σκοτάδι.
Είναι ωραίο και θλιβερό να θυμάσαι τόσα βράδια
Δεμένα μ’ απέραστους καπνούς και με δυο κατάμαυρα μάτια
Κι ένα χέρι που μάκραινε και χαιρετούσε απ’ το λιμάνι
(«Πορτ Σάιδ ‒ Αλεξάνδρεια» στις 20 του Ιούλη)
Ζήσαμε εκείνα τα θλιβερά και μονότονα καλοκαίρια
Κλεισμένοι πίσω από τα σίδερα της θάλασσας
Μετρώντας ένα ένα τα κύματα και τ’ άστρα
Δοσμένοι στην πικρή μας προσμονή.
Άγονες μνήμες.
Τί σκέφτονται όλα αυτά τα καράβια μες στη νύχτα
Που χορεύουν δεμένα τόσα χρόνια και δε γέρασαν
Τυλιγμένα απ’ τις φουρτούνες τόσων και τόσων ταξιδιών
Τί θυμούνται τ’ αναμμένα τροπικά δειλινά
Τα φώτα που λυγίζουν και βουτάνε στο νερό
Τα παιδιά που δεν κοιμούνται και κλαίνε τα βράδια
(«Πορτ Σάιδ ‒ Αλεξάνδρεια» στις 20 του Ιούλη)
Ήταν τα μάτια της θλιμμένα σαν τα καλοκαιριάτικα απογέματα
Κλεισμένα βαθιά στα μυστικά της θάλασσας
Κι ένα χέρι μαλακό και λεπτό σαν τη στοργή
Ένα χέρι μαλακό μπορεί να σε τραβήξει
Τραγουδώντας στα βάθη του πέλαγου στις μακρινές πολιτείες.
Ζήσαμε πάντα στις υγρές κι ανεξερεύνητες παραλίες
Με τη μνήμη πληγωμένη από μάτια και ταξίδια
Δεμένη πίσω απ’ ένα καράβι που δε θα γυρίσει
Μες στους απέραστους καπνούς και τα βραχνά τραγούδια
(«Πορτ Σάιδ ‒ Αλεξάνδρεια» στις 20 του Ιούλη).",39.34194564819336,34.83204650878906,25.826000213623047,48.821956634521484,54.670143127441406,54.955482482910156,52.7089958190918,54.06521987915039,50.128807067871094,55.17591094970703,52.331172943115234,51.64872360229492,48.07299041748047,50.2058219909668,49.385868072509766,52.279502868652344,52.34891891479492,50.56315612792969,53.65730667114258,43.626800537109375,50.82322311401367
Μανόλης Αναγνωστάκης,1,10,Οι νικημένοι,"Ανάβαλες την τελευταία πάντα μέρα τη φυγή σου
Είχαμε μέσα κι οι δυο μας βαθιά τον πανικό του χωρισμού.
Νοσταλγούσαμε τόσο να χαρίσουμε τις αβέβαιες πλάνες μας στ’ όνειρο
Όμως ποιός δε λογάριασε τα λευκά καλοκαίρια που πληγώσαν τα χρόνια μας
Ποιός δεν επίστεψε πως δεν είχαμε ακόμα πληρώσει το χρέος μας ολάκερο
Και βρίσκουμε την κρίσιμη τούτη στιγμή αιχμάλωτους όρκους στη νιότη μας, αισθήματα πιο πλούσια από τ’ άναμμα της σάρκας
Ξέρεις πως πια ξεχάσαμε τ’ αμέριμνα παιδιά που σπαταλούσαν το γέλιο τους
Ξέρεις πως θά ’ρθει μια μέρα που θα φορέσουμε αλογάριαστα ολόγυμνοι τον εαυτό μας
Συντροφεύοντας τις ακριβές μας αμφιβολίες, ξαγρυπνήσαμε ατέλειωτες νύχτες χωρίς δίπλα μας να ’ναι κανείς ν’ ακούσει την αγωνία της φωνής μας
Αγαπήσαμε μια τρικυμία καινούρια, κι όμως γιατί ν’ αναβάλλουμε πάντα την ώριμη χρονολογία;
Και μένουμε δυο νικημένοι μ’ ολιγόπιστα μάταια φερσίματα.",38.86156463623047,34.6998291015625,26.43861198425293,48.38621520996094,55.142845153808594,55.78011703491211,50.88357162475586,54.61726760864258,50.61181640625,53.124420166015625,53.46661376953125,50.73877716064453,48.01677703857422,49.45606231689453,49.54217529296875,54.272315979003906,50.85295486450195,49.20400619506836,53.4996452331543,43.76887893676758,50.245750427246094
Μανόλης Αναγνωστάκης,1,11,Αναζήτηση,"Οι πολιτείες ήτανε λευκές, οι νύχτες φορτωμένες βαριές αναμνήσεις
Θολά προμηνύματα για κάποια μακρινά κι αναπότρεπτα ταξίδια
Τώρα πια δε φωνάζω τώρα πια δε σκέφτομαι κάτι σταμάτησε μέσα μου
Μπορώ να δω τη μορφή μου στον καθρέφτη· μπορώ να διακρίνω μια μάσκα χλωμή κι ολότελα ξένη.
Θά ’ρθω μια μέρα, γυμνός απ’ αγάπη και μίσος
Αλύγιστος κι αδυσώπητος, μ’ οδηγό τη σιωπή μου και σύντροφο.
Φίλε: αν νομίζεις πως δεν ήρθα πάλι αργά, δείξε μου κάποιο δρόμο
Εσύ που ξέρεις τουλάχιστον πως γυρεύω ένα τίποτα για να πιστέψω πολύ και να πεθάνω.",33.13454055786133,36.540748596191406,30.3247127532959,46.05443572998047,52.68427276611328,54.595767974853516,50.741397857666016,53.92446517944336,51.77198791503906,52.33640670776367,54.69260787963867,50.978118896484375,47.66276168823242,50.501529693603516,49.80763626098633,53.82975769042969,49.14179229736328,46.77858352661133,54.54413986206055,46.50712966918945,51.63747787475586
Μανόλης Αναγνωστάκης,1,12,Τώρα,"Κι όμως, Δημήτρη, ξανά πίσω δεν πρέπει να γυρίσουμε
Χρέος μας είναι πια να μη γυρίσουμε.
Ας ξανατραγουδήσουμε πάλι εκείνο το τραγούδι που λέγαμε στην αρχή
Ας ξανασκεφτούμε τα ίδια πάλι πράγματα όπως όταν ξεκινήσαμε
Γιατί όλα, ξέρεις, πως τελειώνουνε και μόνο ένα δεν τελειώνει
Γιατί κι η ίδια η ζωή, Δημήτρη, είναι κι αυτή όμορφη
Όσο κι αν έζησε κανείς μέρες πολύ κακές
Όσο κι αν είν’ μοιραίο να τις ζήσει ή κι αν τις ζει ακόμα.
Τώρα που φτάσαμεν εδώ δεν πρέπει να ξαναγυρίσουμε.
Πιο καλά να σταθούμε εδώ, μα όχι πάλι πίσω.",26.865482330322266,35.17888641357422,37.955631256103516,49.538612365722656,54.452144622802734,55.11559295654297,46.95811080932617,54.27946472167969,51.655399322509766,55.48396301269531,52.39128494262695,55.66554641723633,44.40171432495117,49.28894805908203,50.95823287963867,58.44196701049805,46.4945068359375,51.065975189208984,50.75220489501953,44.03300476074219,47.090755462646484
Μανόλης Αναγνωστάκης,1,13,Επιτάφιον,"Εδώ αναπαύεται
Η μόνη ανάπαυση της ζωής του
Η μόνη του στερνή ικανοποίηση
Να κείτεται μαζί με τους αφέντες του
Στην ίδια κρύα γη, στον ίδιο τόπο.",33.62443161010742,33.797088623046875,32.57847213745117,48.87214279174805,54.745628356933594,55.39849853515625,46.32872009277344,53.943519592285156,50.929046630859375,54.005218505859375,56.17222595214844,54.744075775146484,44.85557556152344,48.70356369018555,49.78553771972656,56.15181350708008,45.28767395019531,51.60747146606445,53.179168701171875,43.30403518676758,50.13010025024414
